Area,Baths,Bedrooms,Location,Price,Purpose,Type
"1,222 Sq. Yd.",6,7,"DHA Defence, Karachi, Sindh","PKR,28.5 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
408 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,8 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16.5 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.4 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.25 Crore",For Sale,House
120 Sq. Yd.,6,6,"North Karachi, Karachi, Sindh","PKR,2.3 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
"1,222 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,27 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.8 Crore",For Sale,House
240 Sq. Yd.,6,6,"Sindh Industrial Trading Estate (SITE), Karachi, Sindh","PKR,10 Crore",For Sale,House
200 Sq. Yd.,6,8,"Gulberg Town, Karachi, Sindh","PKR,6.7 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,31 Crore",For Sale,House
"2,200 Sq. Yd.",6,8,"DHA Defence, Karachi, Sindh","PKR,30 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16.75 Crore",For Sale,House
"2,000 Sq. Yd.",6,11,"DHA Defence, Karachi, Sindh","PKR,39.5 Crore",For Sale,House
800 Sq. Yd.,6,7,"DHA Defence, Karachi, Sindh","PKR,28 Crore",For Sale,House
350 Sq. Yd.,6,6,"Northern Bypass, Karachi, Sindh","PKR,7.95 Crore",For Sale,House
333 Sq. Yd.,,3,,"PKR,6.9 Crore,PKR,1.5 Crore,PKR,6 Lakh","Cantt, Karachi, Sindh",House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,19.5 Crore",For Sale,House
120 Sq. Yd.,5,4,"Gadap Town, Karachi, Sindh","PKR,1.87 Crore",For Sale,House
240 Sq. Yd.,5,5,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,17.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,19 Crore",For Sale,House
350 Sq. Yd.,6,5,"Northern Bypass, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
120 Sq. Yd.,6,6,"Cantt, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
80 Sq. Yd.,6,9,"North Karachi, Karachi, Sindh","PKR,93 Lakh",For Sale,House
200 Sq. Yd.,6,6,"Malir, Karachi, Sindh","PKR,3.75 Crore",For Sale,House
272 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
400 Sq. Yd.,6,8,"Cantt, Karachi, Sindh","PKR,8 Crore",For Sale,House
120 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,2.2 Crore",For Sale,House
400 Sq. Yd.,1,2,"Scheme 33, Karachi, Sindh","PKR,1.2 Crore",For Sale,House
128 Sq. Yd.,-,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.27 Crore",For Sale,House
500 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,15 Crore",For Sale,House
200 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
80 Sq. Yd.,,2,,"PKR,55 Lakh,PKR,14 Lakh,PKR,2.5 Lakh","Gadap Town, Karachi, Sindh",House
120 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,2 Crore",For Sale,House
120 Sq. Yd.,2,4,"Scheme 33, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
200 Sq. Yd.,5,6,"Scheme 33, Karachi, Sindh","PKR,3 Crore",For Sale,House
240 Sq. Yd.,5,6,"Scheme 33, Karachi, Sindh","PKR,4.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,12.75 Crore",For Sale,House
300 Sq. Yd.,-,6,"DHA Defence, Karachi, Sindh","PKR,9 Crore",For Sale,House
,6,6,"Gadap Town, Karachi, Sindh","PKR,8 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"Gizri, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
100 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,3.8 Crore",For Sale,House
,6,6,"Gadap Town, Karachi, Sindh","PKR,3 Crore",For Sale,House
,6,6,"Scheme 33, Karachi, Sindh","PKR,4.95 Crore",For Sale,House
,6,6,"Gadap Town, Karachi, Sindh","PKR,6 Crore",For Sale,House
450 Sq. Yd.,3,3,"North Nazimabad, Karachi, Sindh","PKR,4.6 Crore",For Sale,House
,6,6,"Gadap Town, Karachi, Sindh","PKR,2.85 Crore",For Sale,House
125 Sq. Yd.,5,4,"Bahria Town Karachi, Karachi, Sindh","PKR,1.56 Crore",For Sale,House
120 Sq. Yd.,3,3,"Scheme 33, Karachi, Sindh","PKR,3.2 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,12.75 Crore",For Sale,House
125 Sq. Yd.,4,4,"Bahria Town Karachi, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
700 Sq. Yd.,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,9.5 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,12 Crore",For Sale,House
,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,13 Crore",For Sale,House
600 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,9.5 Crore",For Sale,House
,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.65 Crore",For Sale,House
,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,12.75 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
,6,10,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,11.75 Crore",For Sale,House
,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,8.65 Crore",For Sale,House
120 Sq. Yd.,2,2,"North Karachi, Karachi, Sindh","PKR,1.35 Crore",For Sale,House
,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,8.65 Crore",For Sale,House
,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
350 Sq. Yd.,5,4,"Malir, Karachi, Sindh","PKR,9.5 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,1.75 Crore",For Sale,House
100 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,3.9 Crore",For Sale,House
600 Sq. Yd.,5,3,"Jamshed Town, Karachi, Sindh","PKR,13 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16 Crore",For Sale,House
250 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.75 Crore",For Sale,House
375 Sq. Yd.,6,5,"Cantt, Karachi, Sindh","PKR,7.75 Crore",For Sale,House
120 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
120 Sq. Yd.,4,5,"Scheme 33, Karachi, Sindh","PKR,1.65 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,3.15 Crore",For Sale,House
"2,000 Sq. Yd.",-,-,"Jamshed Town, Karachi, Sindh","PKR,55 Crore",For Sale,House
"1,000 Sq. Yd.",6,10,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,20 Crore",For Sale,House
350 Sq. Yd.,6,5,"Navy Housing Scheme Karsaz, Karachi, Sindh","PKR,11 Crore",For Sale,House
120 Sq. Yd.,5,5,"Scheme 33, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
490 Sq. Yd.,6,7,"Kashmir Road, Karachi, Sindh","PKR,11.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.5 Crore",For Sale,House
13 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,55 Lakh",For Sale,House
110 Sq. Yd.,3,2,"Gadap Town, Karachi, Sindh","PKR,57 Lakh",For Sale,House
200 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,4.25 Crore",For Sale,House
732 Sq. Yd.,6,7,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,17.5 Crore",For Sale,House
300 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,7.65 Crore",For Sale,House
120 Sq. Yd.,2,2,"Malir, Karachi, Sindh","PKR,80 Lakh",For Sale,House
500 Sq. Yd.,6,5,"Malir, Karachi, Sindh","PKR,12.2 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,7 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,7 Crore",For Sale,House
400 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,9.25 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
750 Sq. Yd.,6,7,"North Nazimabad, Karachi, Sindh","PKR,17 Crore",For Sale,House
120 Sq. Yd.,3,3,"Karachi Motorway, Karachi, Sindh","PKR,1.05 Crore",For Sale,House
100 Sq. Yd.,5,5,"Scheme 33, Karachi, Sindh","PKR,1.95 Crore",For Sale,House
417 Sq. Yd.,3,3,"North Nazimabad, Karachi, Sindh","PKR,6.9 Crore",For Sale,House
120 Sq. Yd.,5,4,"Malir, Karachi, Sindh","PKR,1.5 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gulberg Town, Karachi, Sindh","PKR,3.1 Crore",For Sale,House
600 Sq. Yd.,4,4,"Al-Hilal Society, Karachi, Sindh","PKR,12 Crore",For Sale,House
500 Sq. Yd.,6,5,"Cantt, Karachi, Sindh","PKR,9 Crore",For Sale,House
500 Sq. Yd.,6,5,"Clifton, Karachi, Sindh","PKR,20 Crore",For Sale,House
"1,000 Sq. Yd.",6,5,"Clifton, Karachi, Sindh","PKR,25.5 Crore",For Sale,House
120 Sq. Yd.,5,4,"Scheme 33, Karachi, Sindh","PKR,3 Crore",For Sale,House
400 Sq. Yd.,4,4,"North Nazimabad, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
80 Sq. Yd.,2,2,"KN Gohar Green City, Karachi, Sindh","PKR,97 Lakh",For Sale,House
"1,000 Sq. Yd.",5,4,"Clifton, Karachi, Sindh","PKR,20 Crore",For Sale,House
350 Sq. Yd.,5,4,"Malir, Karachi, Sindh","PKR,8 Crore",For Sale,House
120 Sq. Yd.,5,4,"Scheme 33, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
"1,200 Sq. Yd.",6,6,"Clifton, Karachi, Sindh","PKR,30 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gadap Town, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
500 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
350 Sq. Yd.,5,4,"Malir, Karachi, Sindh","PKR,9 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,8.5 Crore",For Sale,House
80 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,1.3 Crore",For Sale,House
640 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,6.75 Crore",For Sale,House
240 Sq. Yd.,3,3,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,4 Crore",For Sale,House
"1,500 Sq. Yd.",6,9,"Northern Bypass, Karachi, Sindh","PKR,35 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,11.5 Crore",For Sale,House
200 Sq. Yd.,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5.2 Crore",For Sale,House
256 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
225 Sq. Yd.,5,5,"North Nazimabad, Karachi, Sindh","PKR,3.95 Crore",For Sale,House
80 Sq. Yd.,6,9,"North Karachi, Karachi, Sindh","PKR,95 Lakh",For Sale,House
"1,000 Sq. Yd.",6,10,"Jamshed Town, Karachi, Sindh","PKR,20 Crore",For Sale,House
240 Sq. Yd.,-,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,4.7 Crore",For Sale,House
350 Sq. Yd.,,6,,"PKR,7 Crore,PKR,4 Crore,PKR,1 Crore","Northern Bypass, Karachi, Sindh",House
350 Sq. Yd.,5,4,"Malir, Karachi, Sindh","PKR,8.95 Crore",For Sale,House
100 Sq. Yd.,3,3,"DHA Defence, Karachi, Sindh","PKR,4.7 Crore",For Sale,House
265 Sq. Yd.,3,3,"Malir, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,12 Crore",For Sale,House
80 Sq. Yd.,-,-,"North Karachi, Karachi, Sindh","PKR,1.3 Crore",For Sale,House
120 Sq. Yd.,3,3,"Korangi, Karachi, Sindh","PKR,1.28 Crore",For Sale,House
120 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,6 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,1.3 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,3.7 Crore",For Sale,House
240 Sq. Yd.,6,10,"North Karachi, Karachi, Sindh","PKR,3.9 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.39 Crore",For Sale,House
400 Sq. Yd.,-,6,"Scheme 33, Karachi, Sindh","PKR,5.2 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,2 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.6 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,8.5 Crore",For Sale,House
120 Sq. Yd.,3,2,"North Karachi, Karachi, Sindh","PKR,1.4 Crore",For Sale,House
200 Sq. Yd.,4,4,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,2.05 Crore",For Sale,House
60 Sq. Yd.,5,5,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,1.5 Crore",For Sale,House
300 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,6.95 Crore",For Sale,House
120 Sq. Yd.,3,3,"Karachi Motorway, Karachi, Sindh","PKR,1.15 Crore",For Sale,House
400 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.4 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.8 Crore",For Sale,House
240 Sq. Yd.,6,10,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
140 Sq. Yd.,3,3,"North Karachi, Karachi, Sindh","PKR,2.2 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,1.35 Crore",For Sale,House
240 Sq. Yd.,6,8,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.4 Crore",For Sale,House
120 Sq. Yd.,5,4,"Scheme 33, Karachi, Sindh","PKR,2.85 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,1.9 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
240 Sq. Yd.,6,10,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
240 Sq. Yd.,6,10,"State Bank of Pakistan Staff Co-Operative Housing Society, Karachi, Sindh","PKR,4.4 Crore",For Sale,House
120 Sq. Yd.,3,3,"Karachi Motorway, Karachi, Sindh","PKR,93 Lakh",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.7 Crore",For Sale,House
240 Sq. Yd.,6,10,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.75 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,12.2 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,7.6 Crore",For Sale,House
120 Sq. Yd.,3,2,"Malir, Karachi, Sindh","PKR,99 Lakh",For Sale,House
150 Sq. Yd.,3,3,"Scheme 33, Karachi, Sindh","PKR,2.55 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,9.25 Crore",For Sale,House
124 Sq. Yd.,6,9,"Malir, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
160 Sq. Yd.,3,3,"Malir, Karachi, Sindh","PKR,1.4 Crore",For Sale,House
120 Sq. Yd.,2,2,"Karachi Motorway, Karachi, Sindh","PKR,95 Lakh",For Sale,House
120 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,1.62 Crore",For Sale,House
240 Sq. Yd.,3,3,"Gadap Town, Karachi, Sindh","PKR,2.4 Crore",For Sale,House
120 Sq. Yd.,5,4,"Scheme 33, Karachi, Sindh","PKR,1.98 Crore",For Sale,House
230 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3 Crore",For Sale,House
300 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,6.15 Crore",For Sale,House
230 Sq. Yd.,5,5,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3 Crore",For Sale,House
150 Sq. Yd.,3,3,"Scheme 33, Karachi, Sindh","PKR,2.42 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
300 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,6 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
200 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,4.8 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
80 Sq. Yd.,6,9,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,1 Crore",For Sale,House
120 Sq. Yd.,2,2,"Gadap Town, Karachi, Sindh","PKR,1.25 Crore",For Sale,House
120 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.1 Crore",For Sale,House
120 Sq. Yd.,2,2,"Gadap Town, Karachi, Sindh","PKR,1.27 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gadap Town, Karachi, Sindh","PKR,1.7 Crore",For Sale,House
240 Sq. Yd.,6,10,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.75 Crore",For Sale,House
80 Sq. Yd.,-,-,"North Karachi, Karachi, Sindh","PKR,1.14 Crore",For Sale,House
240 Sq. Yd.,4,3,"Gadap Town, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,7 Crore",For Sale,House
300 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,2.4 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gulshan-e-Usman Housing Society, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.7 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.8 Crore",For Sale,House
400 Sq. Yd.,6,8,"Scheme 33, Karachi, Sindh","PKR,6.6 Crore",For Sale,House
250 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
80 Sq. Yd.,4,7,"North Karachi, Karachi, Sindh","PKR,1.14 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5.75 Crore",For Sale,House
120 Sq. Yd.,3,3,"Karachi Motorway, Karachi, Sindh","PKR,1.05 Crore",For Sale,House
120 Sq. Yd.,5,4,"Malir Link To Super Highway, Karachi, Sindh","PKR,2.95 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,3.6 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.85 Crore",For Sale,House
200 Sq. Yd.,-,-,"Bahria Town Karachi, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
200 Sq. Yd.,-,-,"Bahria Town Karachi, Karachi, Sindh","PKR,2.65 Crore",For Sale,House
250 Sq. Yd.,5,5,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.65 Crore",For Sale,House
600 Sq. Yd.,2,2,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,38 Lakh",For Sale,House
"2,000 Sq. Yd.",7,7,"KDA Scheme 1 Extension, Karachi, Sindh","PKR,60 Crore",For Sale,House
120 Sq. Yd.,6,7,"Scheme 33, Karachi, Sindh","PKR,2.19 Crore",For Sale,House
400 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,8 Crore",For Sale,House
120 Sq. Yd.,6,4,"Scheme 33, Karachi, Sindh","PKR,2.09 Crore",For Sale,House
100 Sq. Yd.,3,4,"Mehmoodabad, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,10.99 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,11.99 Crore",For Sale,House
125 Sq. Yd.,6,6,"Korangi, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
120 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,2.75 Crore",For Sale,House
180 Sq. Yd.,6,5,"Naya Nazimabad, Karachi, Sindh","PKR,3.76 Crore",For Sale,House
240 Sq. Yd.,6,6,"Naya Nazimabad, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
350 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,10 Crore",For Sale,House
120 Sq. Yd.,3,4,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
120 Sq. Yd.,5,10,"North Karachi, Karachi, Sindh","PKR,1.8 Crore",For Sale,House
200 Sq. Yd.,6,7,"Gadap Town, Karachi, Sindh","PKR,3.2 Crore",For Sale,House
200 Sq. Yd.,6,5,"Scheme 33, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
120 Sq. Yd.,5,5,"Federal B Area, Karachi, Sindh","PKR,3 Crore",For Sale,House
120 Sq. Yd.,5,4,"Gadap Town, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
80 Sq. Yd.,3,4,"North Karachi, Karachi, Sindh","PKR,1.15 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,2.4 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gadap Town, Karachi, Sindh","PKR,2.15 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gulshan-e-Usman Housing Society, Karachi, Sindh","PKR,1.65 Crore",For Sale,House
120 Sq. Yd.,6,4,"Scheme 33, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,3.85 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,16 Crore",For Sale,House
100 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
244 Sq. Yd.,4,3,"Clifton, Karachi, Sindh","PKR,5.75 Crore",For Sale,House
120 Sq. Yd.,5,4,"Scheme 33, Karachi, Sindh","PKR,1.95 Crore",For Sale,House
750 Sq. Yd.,6,8,"Cantt, Karachi, Sindh","PKR,13.75 Crore",For Sale,House
272 Sq. Yd.,4,4,"Bahria Town Karachi, Karachi, Sindh","PKR,4 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,1.25 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.15 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,1.85 Crore",For Sale,House
100 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,3.35 Crore",For Sale,House
150 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,4.35 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,4 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,10 Crore",For Sale,House
120 Sq. Yd.,3,3,"Scheme 33, Karachi, Sindh","PKR,2.75 Crore",For Sale,House
120 Sq. Yd.,4,4,"Malir, Karachi, Sindh","PKR,2.65 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,13 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,1.28 Crore",For Sale,House
133 Sq. Yd.,5,4,"Malir, Karachi, Sindh","PKR,2.45 Crore",For Sale,House
120 Sq. Yd.,4,4,"Malir, Karachi, Sindh","PKR,2.65 Crore",For Sale,House
240 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6 Crore",For Sale,House
550 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,11 Crore",For Sale,House
350 Sq. Yd.,6,5,"Navy Housing Scheme Karsaz, Karachi, Sindh","PKR,10.75 Crore",For Sale,House
550 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,11 Crore",For Sale,House
550 Sq. Yd.,4,4,"Cantt, Karachi, Sindh","PKR,11 Crore",For Sale,House
100 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,3.05 Crore",For Sale,House
